https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ONT,Volume USDT,tradecount
1640822400000,2021-12-30 00:00:00,ONT/USDT,0.65720000,0.68100000,0.64370000,0.66890000,10677058.00000000,7088258.99940000,34799
1640736000000,2021-12-29 00:00:00,ONT/USDT,0.69000000,0.69610000,0.65170000,0.65730000,13313738.00000000,9020928.60830000,42138
1640649600000,2021-12-28 00:00:00,ONT/USDT,0.75440000,0.75460000,0.68270000,0.69000000,17568440.00000000,12499465.53780000,58947
1640563200000,2021-12-27 00:00:00,ONT/USDT,0.74820000,0.78090000,0.74370000,0.75440000,11098396.00000000,8471028.99970000,48853
1640476800000,2021-12-26 00:00:00,ONT/USDT,0.74250000,0.75020000,0.71920000,0.74800000,8982358.00000000,6599707.70540000,29694
1640390400000,2021-12-25 00:00:00,ONT/USDT,0.73930000,0.74880000,0.73150000,0.74250000,8494188.00000000,6289709.86360000,27322
1640304000000,2021-12-24 00:00:00,ONT/USDT,0.74760000,0.76450000,0.72770000,0.73920000,10684644.00000000,7993112.40440000,46604
1640217600000,2021-12-23 00:00:00,ONT/USDT,0.71070000,0.75050000,0.70030000,0.74760000,12410151.00000000,8981911.25320000,45623
1640131200000,2021-12-22 00:00:00,ONT/USDT,0.70020000,0.72650000,0.69550000,0.71070000,10849760.00000000,7728139.09360000,44531
1640044800000,2021-12-21 00:00:00,ONT/USDT,0.67340000,0.70830000,0.66540000,0.70020000,10610892.00000000,7326739.34020000,36387
1639958400000,2021-12-20 00:00:00,ONT/USDT,0.69050000,0.70390000,0.64940000,0.67310000,14768712.00000000,9937962.05160000,46801
1639872000000,2021-12-19 00:00:00,ONT/USDT,0.68050000,0.70200000,0.67280000,0.69060000,10202655.00000000,6999389.77160000,30912
1639785600000,2021-12-18 00:00:00,ONT/USDT,0.67120000,0.69430000,0.66230000,0.68040000,8187641.00000000,5572861.33170000,27193
1639699200000,2021-12-17 00:00:00,ONT/USDT,0.67400000,0.69340000,0.65090000,0.67210000,14823818.00000000,10017093.06840000,47100
1639612800000,2021-12-16 00:00:00,ONT/USDT,0.69780000,0.71310000,0.67260000,0.67350000,13283081.00000000,9290349.59010000,36502
1639526400000,2021-12-15 00:00:00,ONT/USDT,0.67610000,0.70910000,0.64070000,0.69750000,17611185.00000000,11962505.82470000,48373
1639440000000,2021-12-14 00:00:00,ONT/USDT,0.65390000,0.68360000,0.64240000,0.67640000,16298104.00000000,10776204.92430000,42685
1639353600000,2021-12-13 00:00:00,ONT/USDT,0.72570000,0.73030000,0.64880000,0.65360000,16545988.00000000,11386258.57520000,47401
1639267200000,2021-12-12 00:00:00,ONT/USDT,0.73640000,0.73770000,0.70600000,0.72570000,10667814.00000000,7712248.42080000,32635
1639180800000,2021-12-11 00:00:00,ONT/USDT,0.68790000,0.74400000,0.67770000,0.73670000,16676467.00000000,11953272.76300000,47992
1639094400000,2021-12-10 00:00:00,ONT/USDT,0.71460000,0.74380000,0.68390000,0.68760000,21401938.00000000,15316094.24640000,57141
1639008000000,2021-12-09 00:00:00,ONT/USDT,0.80720000,0.80970000,0.71280000,0.71550000,20766970.00000000,15693916.26970000,55004
1638921600000,2021-12-08 00:00:00,ONT/USDT,0.76130000,0.81570000,0.74850000,0.80700000,33492383.00000000,26383788.83250000,96734
1638835200000,2021-12-07 00:00:00,ONT/USDT,0.75770000,0.79700000,0.74200000,0.76150000,21716449.00000000,16607925.33020000,69636
1638748800000,2021-12-06 00:00:00,ONT/USDT,0.73300000,0.76260000,0.66110000,0.75760000,38084371.00000000,27042996.30220000,113951
1638662400000,2021-12-05 00:00:00,ONT/USDT,0.79220000,0.80690000,0.70250000,0.73260000,34917884.00000000,26195824.02720000,100935
1638576000000,2021-12-04 00:00:00,ONT/USDT,0.94810000,0.94880000,0.60350000,0.79220000,78270471.95000000,60538659.17022000,221974
1638489600000,2021-12-03 00:00:00,ONT/USDT,1.00330000,1.09600000,0.91330000,0.94870000,67305431.00000000,68909865.56860000,233710
1638403200000,2021-12-02 00:00:00,ONT/USDT,0.97360000,1.02280000,0.93340000,1.00330000,22357670.00000000,22025466.19420000,87276
1638316800000,2021-12-01 00:00:00,ONT/USDT,0.98120000,0.99920000,0.95880000,0.97400000,13939430.00000000,13740676.98490000,57472
1638230400000,2021-11-30 00:00:00,ONT/USDT,1.04720000,1.04800000,0.97790000,0.98100000,20374463.00000000,20488462.12510000,85778
1638144000000,2021-11-29 00:00:00,ONT/USDT,0.99140000,1.04850000,0.97390000,1.04720000,22866123.00000000,23011876.00830000,79483
1638057600000,2021-11-28 00:00:00,ONT/USDT,1.04270000,1.04480000,0.92380000,0.99120000,29593755.00000000,28877604.20830000,109338
1637971200000,2021-11-27 00:00:00,ONT/USDT,0.96930000,1.09550000,0.96280000,1.04270000,42102361.00000000,44111075.82890000,186536
1637884800000,2021-11-26 00:00:00,ONT/USDT,1.01790000,1.05360000,0.90820000,0.96940000,41050445.00000000,40002547.19830000,160001
1637798400000,2021-11-25 00:00:00,ONT/USDT,0.95440000,1.02200000,0.94360000,1.01740000,19614862.00000000,19393323.58230000,74003
1637712000000,2021-11-24 00:00:00,ONT/USDT,0.99970000,1.00910000,0.93430000,0.95460000,19635721.00000000,18915073.43390000,72531
1637625600000,2021-11-23 00:00:00,ONT/USDT,0.94470000,1.00330000,0.93560000,1.00000000,22079493.00000000,21298442.70920000,74301
1637539200000,2021-11-22 00:00:00,ONT/USDT,0.98260000,1.01960000,0.93150000,0.94460000,26767358.00000000,25978531.62890000,87287
1637452800000,2021-11-21 00:00:00,ONT/USDT,0.98640000,1.01710000,0.97950000,0.98260000,22014707.00000000,22057583.70820000,72673
1637366400000,2021-11-20 00:00:00,ONT/USDT,0.97070000,0.99440000,0.94830000,0.98630000,17283581.00000000,16888976.86450000,53557
1637280000000,2021-11-19 00:00:00,ONT/USDT,0.92170000,0.99650000,0.89950000,0.97060000,21996407.00000000,20929321.02940000,70670
1637193600000,2021-11-18 00:00:00,ONT/USDT,1.00650000,1.02530000,0.90130000,0.92200000,25862607.00000000,24826203.36050000,92830
1637107200000,2021-11-17 00:00:00,ONT/USDT,0.98860000,1.00960000,0.95560000,1.00650000,30073885.00000000,29712095.87690000,100875
1637020800000,2021-11-16 00:00:00,ONT/USDT,1.06160000,1.06190000,0.91950000,0.98800000,32103420.00000000,31942450.07360000,133307
1636934400000,2021-11-15 00:00:00,ONT/USDT,1.11230000,1.11630000,1.04140000,1.06150000,18610680.00000000,20132137.00840000,78405
1636848000000,2021-11-14 00:00:00,ONT/USDT,1.07430000,1.11870000,1.07420000,1.11210000,20997886.00000000,23046937.44560000,95158
1636761600000,2021-11-13 00:00:00,ONT/USDT,1.04320000,1.09610000,1.03280000,1.07430000,15761513.00000000,16760767.78180000,71321
1636675200000,2021-11-12 00:00:00,ONT/USDT,1.06350000,1.07260000,1.00460000,1.04370000,21243910.00000000,22037826.74550000,81954
1636588800000,2021-11-11 00:00:00,ONT/USDT,1.06780000,1.08980000,1.04200000,1.06360000,22464266.00000000,24031839.07710000,83552
1636502400000,2021-11-10 00:00:00,ONT/USDT,1.19310000,1.19580000,0.98390000,1.06800000,48768595.00000000,54137380.76710000,201113
1636416000000,2021-11-09 00:00:00,ONT/USDT,1.08340000,1.23400000,1.07650000,1.19310000,56979230.00000000,65946975.49640000,311520
